OffspringID1,OffspringID2
2012-MBB-1163,2012-MBB-1378
2012-MBB-1163,2012-MBB-1404
2012-MBB-1164,2012-MBB-1360
2012-MBB-1187,2012-MBB-1378
2012-MBB-1187,2012-MBB-1404
2012-MBB-1325,2012-MBB-1443
2012-MBB-1333,2012-MBB-1472
2012-MBB-1369,2012-MBB-1414
2012-MBB-1374,2012-MBB-1472
2012-MBB-1395,2012-MBB-1397
2012-MBB-1404,2012-MBB-1547
2012-MBB-1417,2012-MBB-1450
2012-MBB-1417,2012-MBB-1511
2012-MBB-1450,2012-MBB-1497
2012-MBB-1497,2012-MBB-1511
